,agb_tha,yt_c,tdq_c,twq_c,tcq_c,yp_mm,wmp_mm,pet,ai,density_km2,bioge_realm,cont_id,continent,biome,n_samples,site_id
1541,117.51467743868994,11.213936032920047,17.044021146050817,8.736872286632144,5.77185722980006,905.6896551724138,97.74137931034483,992.0344827586207,8830.310344827587,41672.81379310345,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,58.0,16202.0
1542,188.1299267884764,12.258153953859884,17.50953237472042,8.942185636489622,7.533783674240112,1097.6370967741937,122.5,1061.4032258064517,10286.782258064517,48386.73096774193,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,124.0,16247.0
1543,50.54237661151512,13.027774276155414,17.92603336681019,9.840823780406605,8.595062747146144,1161.9242424242425,132.8030303030303,1063.7424242424242,10968.227272727272,53861.16954545455,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,66.0,16289.0
1544,117.15173819782655,10.437801114444074,16.405109109549688,7.677367769438645,5.116255743750211,1207.4655172413793,148.43103448275863,1036.7068965517242,11529.155172413793,42883.021034482765,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,58.0,16293.0
1545,153.40345543119585,12.844959040819589,18.21226756855593,10.89076053490073,7.761312961578369,1285.8728813559321,140.98305084745763,1083.6864406779662,11896.754237288136,46575.59762711864,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,118.0,16323.0
1546,91.14041621562225,13.037821222234655,18.068556008515536,10.833790832095676,8.288398451275295,1213.962962962963,138.74074074074073,1039.2407407407406,11632.111111111111,59032.80796296296,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,54.0,16419.0
1547,97.98647647783027,12.113593813198715,17.350432467104785,10.143549791022913,7.331634414729788,1016.7313432835821,111.82089552238806,985.5223880597015,10201.925373134329,31137.21029850746,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,67.0,16446.0
1548,113.47713007133446,13.73601395000111,18.840672302246094,9.797145323319869,9.062460101734509,1195.4727272727273,134.63636363636363,1098.6181818181817,10873.581818181818,51592.91218181818,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,55.0,16447.0
1549,67.59383951207863,10.291474810962018,16.814036994144836,6.286908090114594,4.432652271770197,966.3448275862069,108.44827586206897,1053.5,9133.448275862069,38911.12982758621,Palearctic,12,Europe,"Mediterranean Forests, Woodlands & Scrub",58.0,16493.0
1550,88.96515454117431,13.337755215020827,18.301982526425963,9.538720378169307,8.781998269351913,1226.8024691358025,140.25925925925927,1059.2345679012346,11704.0,64304.84259259259,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,81.0,16548.0
1551,250.42927802182285,12.131937382584912,17.737417318053165,9.871047779665155,6.892585568508859,1170.6101694915253,125.42372881355932,1059.8305084745762,11057.237288135593,52178.69915254237,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,59.0,16551.0
1552,68.6794046815438,11.868378144390178,16.83721236462863,8.146476313752949,7.374676151095696,1427.6509433962265,193.1320754716981,1037.301886792453,13823.896226415094,50462.49216981132,Palearctic,12,Europe,Temperate Broadleaf & Mixed Forests,106.0,16591.0
